Race_DriverNumber,Race_BroadcastName,Race_Abbreviation,Race_DriverId,Race_TeamName,Race_TeamId,Race_FirstName,Race_LastName,Race_FullName,Race_Position,Race_ClassifiedPosition,Race_GridPosition,Race_Time,Race_Status,Race_Points,Race_Laps,Qual_Position,Qual_Q1,Qual_Q2,Qual_Q3,Year,Round,EventName
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,13.0,13,19.0,0 days 00:00:46.617000,Finished,0.0,67.0,20.0,0 days 00:01:14.401000,,,2018,11,German Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,14.0,14,16.0,,+1 Lap,0.0,66.0,17.0,0 days 00:01:13.749000,,,2018,11,German Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,15.0,15,9.0,,+1 Lap,0.0,66.0,9.0,0 days 00:01:13.077000,0 days 00:01:12.995000,0 days 00:01:12.717000,2018,11,German Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,16.0,16,11.0,,Retired,0.0,65.0,11.0,0 days 00:01:13.614000,0 days 00:01:13.657000,,2018,11,German Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,R,18.0,,Engine,0.0,53.0,19.0,0 days 00:01:14.206000,,,2018,11,German Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,18.0,R,1.0,,Accident,0.0,51.0,1.0,0 days 00:01:12.538000,0 days 00:01:12.505000,0 days 00:01:11.212000,2018,11,German Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,19.0,R,12.0,,Engine,0.0,51.0,12.0,0 days 00:01:13.708000,0 days 00:01:13.702000,,2018,11,German Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,20.0,R,20.0,,Engine,0.0,27.0,15.0,0 days 00:01:13.318000,,,2018,11,German Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:37:16.427000,Finished,25.0,70.0,1.0,0 days 00:01:17.419000,0 days 00:01:31.242000,0 days 00:01:35.658000,2018,12,Hungarian Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,4.0,0 days 00:00:17.123000,Finished,18.0,70.0,4.0,0 days 00:01:16.666000,0 days 00:01:28.636000,0 days 00:01:36.210000,2018,12,Hungarian Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,3.0,0 days 00:00:20.101000,Finished,15.0,70.0,3.0,0 days 00:01:17.526000,0 days 00:01:32.762000,0 days 00:01:36.186000,2018,12,Hungarian Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,12.0,0 days 00:00:46.419000,Finished,12.0,70.0,12.0,0 days 00:01:18.540000,0 days 00:01:36.442000,,2018,12,Hungarian Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,2.0,0 days 00:00:50,Finished,10.0,70.0,2.0,0 days 00:01:17.123000,0 days 00:01:32.081000,0 days 00:01:35.918000,2018,12,Hungarian Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,6.0,6,6.0,0 days 00:01:13.273000,Finished,8.0,70.0,6.0,0 days 00:01:18.577000,0 days 00:01:31.286000,0 days 00:01:37.591000,2018,12,Hungarian Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,7.0,7,9.0,,+1 Lap,6.0,69.0,9.0,0 days 00:01:18.314000,0 days 00:01:32.968000,0 days 00:01:39.858000,2018,12,Hungarian Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,8.0,8,11.0,,+1 Lap,4.0,69.0,11.0,0 days 00:01:18.208000,0 days 00:01:35.214000,,2018,12,Hungarian Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,9.0,9,5.0,,+1 Lap,2.0,69.0,5.0,0 days 00:01:17.829000,0 days 00:01:30.771000,0 days 00:01:36.743000,2018,12,Hungarian Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,10.0,10,10.0,,+1 Lap,1.0,69.0,10.0,0 days 00:01:17.901000,0 days 00:01:33.650000,0 days 00:01:40.593000,2018,12,Hungarian Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,11.0,11,8.0,,+1 Lap,0.0,69.0,8.0,0 days 00:01:18.429000,0 days 00:01:32.590000,0 days 00:01:38.128000,2018,12,Hungarian Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,12.0,12,13.0,,+1 Lap,0.0,69.0,13.0,0 days 00:01:17.905000,0 days 00:01:36.506000,,2018,12,Hungarian Grand Prix
31,E OCON,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,13.0,13,18.0,,+1 Lap,0.0,69.0,18.0,0 days 00:01:19.142000,,,2018,12,Hungarian Grand Prix
11,S PEREZ,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,14.0,14,19.0,,+1 Lap,0.0,69.0,19.0,0 days 00:01:19.200000,,,2018,12,Hungarian Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,14.0,,+2 Laps,0.0,68.0,14.0,0 days 00:01:18.641000,0 days 00:01:37.075000,,2018,12,Hungarian Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,16.0,16,20.0,,+2 Laps,0.0,68.0,20.0,0 days 00:01:19.301000,,,2018,12,Hungarian Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,17,15.0,,+2 Laps,0.0,68.0,15.0,0 days 00:01:18.560000,,,2018,12,Hungarian Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,18.0,R,16.0,,Gearbox,0.0,49.0,16.0,0 days 00:01:18.782000,,,2018,12,Hungarian Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,19.0,R,7.0,,Power loss,0.0,5.0,7.0,0 days 00:01:16.940000,0 days 00:01:31.178000,0 days 00:01:38.032000,2018,12,Hungarian Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,20.0,R,17.0,,Suspension,0.0,0.0,17.0,0 days 00:01:18.817000,,,2018,12,Hungarian Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,2.0,0 days 01:23:34.476000,Finished,25.0,44.0,2.0,0 days 00:01:43.035000,0 days 00:01:41.501000,0 days 00:01:58.905000,2018,13,Belgian Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,1.0,0 days 00:00:11.061000,Finished,18.0,44.0,1.0,0 days 00:01:42.977000,0 days 00:01:41.553000,0 days 00:01:58.179000,2018,13,Belgian Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,3.0,3,7.0,0 days 00:00:31.372000,Finished,15.0,44.0,7.0,0 days 00:01:43.199000,0 days 00:01:42.554000,0 days 00:02:02.769000,2018,13,Belgian Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,4.0,4,19.0,0 days 00:01:03.605000,Finished,12.0,44.0,10.0,0 days 00:01:42.805000,0 days 00:01:42.191000,,2018,13,Belgian Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,5.0,5,4.0,0 days 00:01:11.023000,Finished,10.0,44.0,4.0,0 days 00:01:44.004000,0 days 00:01:43.014000,0 days 00:02:01.894000,2018,13,Belgian Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,6.0,6,3.0,0 days 00:01:19.520000,Finished,8.0,44.0,3.0,0 days 00:01:44.003000,0 days 00:01:43.302000,0 days 00:02:01.851000,2018,13,Belgian Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,7.0,7,5.0,0 days 00:01:25.953000,Finished,6.0,44.0,5.0,0 days 00:01:43.597000,0 days 00:01:43.042000,0 days 00:02:02.122000,2018,13,Belgian Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,8.0,8,9.0,0 days 00:01:27.639000,Finished,4.0,44.0,9.0,0 days 00:01:43.834000,0 days 00:01:43.320000,0 days 00:02:04.933000,2018,13,Belgian Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,9.0,9,10.0,0 days 00:01:45.892000,Finished,2.0,44.0,11.0,0 days 00:01:44.221000,0 days 00:01:43.844000,,2018,13,Belgian Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,10.0,10,13.0,,+1 Lap,1.0,43.0,14.0,0 days 00:01:43.846000,0 days 00:01:44.301000,,2018,13,Belgian Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,11.0,11,14.0,,+1 Lap,0.0,43.0,16.0,0 days 00:01:44.489000,,,2018,13,Belgian Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,12.0,12,16.0,,+1 Lap,0.0,43.0,18.0,0 days 00:01:44.998000,,,2018,13,Belgian Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,13.0,13,17.0,,+1 Lap,0.0,43.0,19.0,0 days 00:01:45.134000,,,2018,13,Belgian Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,14.0,14,11.0,,+1 Lap,0.0,43.0,12.0,0 days 00:01:44.153000,0 days 00:01:43.865000,,2018,13,Belgian Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,15.0,15,18.0,,+1 Lap,0.0,43.0,20.0,0 days 00:01:45.307000,,,2018,13,Belgian Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,16.0,R,8.0,,Retired,0.0,28.0,8.0,0 days 00:01:43.604000,0 days 00:01:43.126000,0 days 00:02:02.939000,2018,13,Belgian Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,17.0,R,6.0,,Brakes,0.0,8.0,6.0,0 days 00:01:42.585000,0 days 00:01:41.533000,0 days 00:02:02.671000,2018,13,Belgian Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,18.0,R,12.0,,Accident,0.0,0.0,13.0,0 days 00:01:43.654000,0 days 00:01:44.062000,,2018,13,Belgian Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,19.0,R,15.0,,Accident,0.0,0.0,17.0,0 days 00:01:44.917000,,,2018,13,Belgian Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,20.0,R,20.0,,Accident,0.0,0.0,15.0,0 days 00:01:44.145000,,,2018,13,Belgian Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,3.0,0 days 01:16:54.484000,Finished,25.0,53.0,3.0,0 days 00:01:20.810000,0 days 00:01:19.798000,0 days 00:01:19.294000,2018,14,Italian Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,2.0,2,1.0,0 days 00:00:08.705000,Finished,18.0,53.0,1.0,0 days 00:01:20.722000,0 days 00:01:19.846000,0 days 00:01:19.119000,2018,14,Italian Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,3.0,3,4.0,0 days 00:00:14.066000,Finished,15.0,53.0,4.0,0 days 00:01:21.381000,0 days 00:01:20.427000,0 days 00:01:19.656000,2018,14,Italian Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,2.0,0 days 00:00:16.151000,Finished,12.0,53.0,2.0,0 days 00:01:20.542000,0 days 00:01:19.629000,0 days 00:01:19.280000,2018,14,Italian Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,5.0,5,5.0,0 days 00:00:18.208000,Finished,10.0,53.0,5.0,0 days 00:01:21.381000,0 days 00:01:20.333000,0 days 00:01:20.615000,2018,14,Italian Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,6.0,6,8.0,0 days 00:00:57.761000,Finished,8.0,53.0,8.0,0 days 00:01:21.570000,0 days 00:01:21.315000,0 days 00:01:21.099000,2018,14,Italian Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,7.0,7,14.0,0 days 00:00:58.678000,Finished,6.0,53.0,16.0,0 days 00:01:21.888000,,,2018,14,Italian Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,8.0,8,7.0,0 days 00:01:18.140000,Finished,4.0,53.0,7.0,0 days 00:01:21.732000,0 days 00:01:21.552000,0 days 00:01:21.041000,2018,14,Italian Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,9.0,9,10.0,,+1 Lap,2.0,52.0,10.0,0 days 00:01:21.838000,0 days 00:01:21.494000,0 days 00:01:21.627000,2018,14,Italian Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,10.0,10,12.0,,+1 Lap,1.0,52.0,12.0,0 days 00:01:21.813000,0 days 00:01:21.732000,,2018,14,Italian Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,11.0,11,15.0,,+1 Lap,0.0,52.0,17.0,0 days 00:01:21.889000,,,2018,14,Italian Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,12.0,12,17.0,,+1 Lap,0.0,52.0,20.0,0 days 00:01:22.085000,,,2018,14,Italian Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,13.0,13,20.0,,+1 Lap,0.0,52.0,14.0,0 days 00:01:21.801000,,,2018,14,Italian Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,14.0,14,9.0,,+1 Lap,0.0,52.0,9.0,0 days 00:01:21.834000,0 days 00:01:21.667000,0 days 00:01:21.350000,2018,14,Italian Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,18.0,,+1 Lap,0.0,52.0,19.0,0 days 00:01:22.048000,,,2018,14,Italian Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,16.0,16,11.0,,+1 Lap,0.0,52.0,11.0,0 days 00:01:21.783000,0 days 00:01:21.669000,,2018,14,Italian Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,17.0,R,19.0,,Engine,0.0,23.0,15.0,0 days 00:01:21.280000,,,2018,14,Italian Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,R,13.0,,Engine,0.0,9.0,13.0,0 days 00:01:21.850000,0 days 00:01:22.568000,,2018,14,Italian Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,19.0,R,16.0,,Brakes,0.0,0.0,18.0,0 days 00:01:21.934000,,,2018,14,Italian Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,20.0,D,6.0,,Disqualified,0.0,53.0,6.0,0 days 00:01:21.887000,0 days 00:01:21.239000,0 days 00:01:20.936000,2018,14,Italian Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:51:11.611000,Finished,25.0,61.0,1.0,0 days 00:01:39.403000,0 days 00:01:37.344000,0 days 00:01:36.015000,2018,15,Singapore Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,2.0,0 days 00:00:08.961000,Finished,18.0,61.0,2.0,0 days 00:01:38.751000,0 days 00:01:37.214000,0 days 00:01:36.334000,2018,15,Singapore Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,3.0,0 days 00:00:39.984000,Finished,15.0,61.0,3.0,0 days 00:01:38.218000,0 days 00:01:37.876000,0 days 00:01:36.628000,2018,15,Singapore Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,4.0,4,4.0,0 days 00:00:51.930000,Finished,12.0,61.0,4.0,0 days 00:01:39.291000,0 days 00:01:37.254000,0 days 00:01:36.702000,2018,15,Singapore Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,5.0,0 days 00:00:53.001000,Finished,10.0,61.0,5.0,0 days 00:01:38.534000,0 days 00:01:37.194000,0 days 00:01:36.794000,2018,15,Singapore Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,6.0,6,6.0,0 days 00:00:53.982000,Finished,8.0,61.0,6.0,0 days 00:01:38.153000,0 days 00:01:37.406000,0 days 00:01:36.996000,2018,15,Singapore Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,7.0,7,11.0,0 days 00:01:43.001000,Finished,6.0,61.0,11.0,0 days 00:01:39.022000,0 days 00:01:38.641000,,2018,15,Singapore Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,8.0,8,12.0,,+1 Lap,4.0,60.0,12.0,0 days 00:01:39.103000,0 days 00:01:38.716000,,2018,15,Singapore Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,9.0,9,13.0,,+1 Lap,2.0,60.0,13.0,0 days 00:01:39.206000,0 days 00:01:38.747000,,2018,15,Singapore Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,10.0,10,10.0,,+1 Lap,1.0,60.0,10.0,0 days 00:01:38.932000,0 days 00:01:38.450000,0 days 00:01:38.588000,2018,15,Singapore Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,11.0,11,14.0,,+1 Lap,0.0,60.0,14.0,0 days 00:01:39.366000,0 days 00:01:39.453000,,2018,15,Singapore Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,12.0,12,18.0,,+1 Lap,0.0,60.0,18.0,0 days 00:01:39.864000,,,2018,15,Singapore Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,13.0,13,15.0,,+1 Lap,0.0,60.0,15.0,0 days 00:01:39.614000,0 days 00:01:39.691000,,2018,15,Singapore Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,14.0,14,20.0,,+1 Lap,0.0,60.0,20.0,0 days 00:01:41.334000,,,2018,15,Singapore Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,15.0,15,8.0,,+1 Lap,0.0,60.0,8.0,0 days 00:01:38.685000,0 days 00:01:38.367000,0 days 00:01:38.320000,2018,15,Singapore Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,16.0,16,7.0,,+1 Lap,0.0,60.0,7.0,0 days 00:01:38.814000,0 days 00:01:38.342000,0 days 00:01:37.985000,2018,15,Singapore Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,17.0,17,17.0,,+1 Lap,0.0,60.0,17.0,0 days 00:01:39.809000,,,2018,15,Singapore Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,18.0,18,16.0,,+2 Laps,0.0,59.0,16.0,0 days 00:01:39.644000,,,2018,15,Singapore Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,19.0,19,19.0,,+2 Laps,0.0,59.0,19.0,0 days 00:01:41.263000,,,2018,15,Singapore Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,20.0,R,9.0,,Collision,0.0,0.0,9.0,0 days 00:01:38.912000,0 days 00:01:38.534000,0 days 00:01:38.365000,2018,15,Singapore Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,2.0,0 days 01:27:25.181000,Finished,25.0,53.0,2.0,0 days 00:01:32.410000,0 days 00:01:32.595000,0 days 00:01:31.532000,2018,16,Russian Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,1.0,0 days 00:00:02.545000,Finished,18.0,53.0,1.0,0 days 00:01:32.964000,0 days 00:01:32.744000,0 days 00:01:31.387000,2018,16,Russian Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,3.0,0 days 00:00:07.487000,Finished,15.0,53.0,3.0,0 days 00:01:33.476000,0 days 00:01:33.045000,0 days 00:01:31.943000,2018,16,Russian Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,4.0,0 days 00:00:16.543000,Finished,12.0,53.0,4.0,0 days 00:01:33.341000,0 days 00:01:33.065000,0 days 00:01:32.237000,2018,16,Russian Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,5.0,5,19.0,0 days 00:00:31.016000,Finished,10.0,53.0,11.0,0 days 00:01:33.048000,,,2018,16,Russian Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,6.0,6,18.0,0 days 00:01:20.451000,Finished,8.0,53.0,12.0,0 days 00:01:33.247000,,,2018,16,Russian Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,7.0,7,7.0,0 days 00:01:38.390000,Finished,6.0,53.0,7.0,0 days 00:01:33.924000,0 days 00:01:33.488000,0 days 00:01:33.419000,2018,16,Russian Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,8.0,8,5.0,,+1 Lap,4.0,52.0,5.0,0 days 00:01:34.078000,0 days 00:01:33.747000,0 days 00:01:33.181000,2018,16,Russian Grand Prix
31,E OCON,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,9.0,9,6.0,,+1 Lap,2.0,52.0,6.0,0 days 00:01:34.290000,0 days 00:01:33.596000,0 days 00:01:33.413000,2018,16,Russian Grand Prix
11,S PEREZ,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,10.0,10,8.0,,+1 Lap,1.0,52.0,8.0,0 days 00:01:34.084000,0 days 00:01:33.923000,0 days 00:01:33.563000,2018,16,Russian Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,11.0,11,9.0,,+1 Lap,0.0,52.0,9.0,0 days 00:01:34.022000,0 days 00:01:33.517000,0 days 00:01:33.704000,2018,16,Russian Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,12.0,12,12.0,,+1 Lap,0.0,52.0,15.0,0 days 00:01:34.655000,,,2018,16,Russian Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,13.0,13,10.0,,+1 Lap,0.0,52.0,10.0,0 days 00:01:34.170000,0 days 00:01:33.995000,0 days 00:01:35.196000,2018,16,Russian Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,14.0,14,16.0,,+1 Lap,0.0,52.0,17.0,0 days 00:01:35.504000,,,2018,16,Russian Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,15.0,15,14.0,,+1 Lap,0.0,52.0,20.0,0 days 00:01:36.437000,,,2018,16,Russian Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,16.0,16,15.0,,+2 Laps,0.0,51.0,19.0,0 days 00:01:35.977000,,,2018,16,Russian Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,17.0,17,11.0,,+2 Laps,0.0,51.0,14.0,0 days 00:01:34.626000,,,2018,16,Russian Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,18.0,18,13.0,,+2 Laps,0.0,51.0,18.0,0 days 00:01:35.612000,,,2018,16,Russian Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,19.0,R,17.0,,Brakes,0.0,4.0,13.0,0 days 00:01:34.383000,,,2018,16,Russian Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,20.0,R,20.0,,Brakes,0.0,4.0,16.0,0 days 00:01:35.037000,,,2018,16,Russian Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:27:17.062000,Finished,25.0,53.0,1.0,0 days 00:01:28.702000,0 days 00:01:28.017000,0 days 00:01:27.760000,2018,17,Japanese Grand Prix
